SKU_ID,Warehouse_ID,Forecast_Model,Demand_Forecast_AI,Forecast_Daily_Rate,Forecast_MAPE_Pct,Forecast_WAPE_Daily_Pct,Forecast_Bias_Pct,Forecast_Sigma_Daily,Avg_Daily_Demand,Demand_Std_Dev,Units_Sold_YTD,Zero_Day_Share,Is_Intermittent
SKU-0229,WH-SIN-01,combination,62,2.053,0.5,68.0,-0.5,1.904,2.258,1.901,564,0.186,0
SKU-0230,WH-SIN-01,seasonal_index,487,16.239,54.1,68.9,54.1,18.188,20.937,16.31,5366,0.0,0
SKU-0231,WH-SIN-01,combination,230,7.656,6.5,53.7,6.5,7.606,10.841,9.992,2688,0.003,0
SKU-0232,WH-SIN-01,seasonal_index,207,6.911,2.4,62.2,-2.4,5.172,6.192,4.872,1472,0.052,0
SKU-0233,WH-SIN-01,seasonal_index,404,13.477,5.7,45.8,-5.7,13.252,16.775,11.928,4496,0.0,0
SKU-0234,WH-SIN-01,seasonal_index,336,11.216,7.6,56.8,7.6,9.468,13.589,9.458,3440,0.016,0
SKU-0235,WH-SIN-01,combination,521,17.374,20.7,41.9,-20.7,8.326,14.427,10.505,3072,0.0,0
SKU-0236,WH-SIN-01,seasonal_index,3799,126.637,10.4,31.5,-10.4,108.792,157.175,103.721,39924,0.0,0
SKU-0237,WH-SIN-01,combination,125,4.163,0.7,33.9,-0.7,2.918,4.611,3.179,1034,0.038,0
SKU-0238,WH-SIN-01,combination,1681,56.027,7.0,34.7,7.0,38.338,65.26,36.513,16718,0.0,0
SKU-0239,WH-SIN-01,seasonal_index,11618,387.26,45.9,53.7,45.9,204.315,358.866,248.261,85485,0.0,0
SKU-0240,WH-SIN-01,combination,639,21.289,20.4,45.9,-20.4,10.622,19.137,11.584,4130,0.0,0
SKU-0241,WH-SIN-01,combination,6491,216.37,0.6,35.2,0.6,139.421,211.984,121.106,50941,0.0,0
SKU-0242,WH-SIN-01,combination,1758,58.605,14.4,35.8,-14.4,35.625,59.033,31.316,15383,0.0,0
SKU-0243,WH-SIN-01,seasonal_index,637,21.225,13.4,53.4,13.4,16.112,23.173,16.425,5461,0.003,0
SKU-0244,WH-SIN-01,combination,560,18.666,3.2,37.3,3.2,10.986,18.129,12.518,4105,0.0,0
SKU-0245,WH-SIN-01,combination,285,9.502,6.6,29.7,-6.6,6.798,10.093,6.827,2706,0.016,0
SKU-0246,WH-SIN-01,combination,650,21.672,13.5,39.5,-13.5,9.889,19.855,11.323,4726,0.0,0
SKU-0247,WH-SIN-01,combination,296,9.86,7.5,35.8,7.5,4.819,9.742,6.087,2219,0.011,0
SKU-0248,WH-SIN-01,combination,156,5.191,43.2,58.8,43.2,4.267,5.282,4.04,1421,0.079,0
SKU-0249,WH-SIN-01,combination,703,23.443,3.5,66.9,3.5,15.797,24.923,20.188,5956,0.025,0
SKU-0250,WH-SIN-01,combination,2551,85.038,10.7,45.9,-10.7,41.658,69.258,39.379,16875,0.0,0
SKU-0001,WH-JHR-02,seasonal_index,1037,34.578,14.2,50.8,-14.2,28.07,38.6,24.852,9978,0.0,0
SKU-0002,WH-JHR-02,combination,70,2.327,22.4,64.2,22.4,2.033,2.403,1.825,616,0.132,0
SKU-0003,WH-JHR-02,combination,268,8.934,17.3,60.3,-17.3,6.052,7.581,5.901,1877,0.011,0
SKU-0004,WH-JHR-02,combination,1572,52.4,13.5,34.5,13.5,30.19,67.567,38.502,16539,0.0,0
SKU-0005,WH-JHR-02,holt_winters,129,4.298,46.7,59.8,46.7,2.539,3.805,2.498,1037,0.063,0
SKU-0006,WH-JHR-02,combination,47,1.564,33.7,78.9,33.7,1.842,3.403,3.2,759,0.101,0
SKU-0007,WH-JHR-02,ma28,9206,306.857,17.7,34.3,-17.7,135.095,273.279,143.759,64273,0.0,0
SKU-0008,WH-JHR-02,combination,37471,1249.036,22.0,36.7,22.0,852.383,1407.027,837.12,368266,0.0,0
SKU-0009,WH-JHR-02,combination,219,7.302,13.3,55.3,-13.3,4.525,6.195,4.999,1449,0.041,0
SKU-0010,WH-JHR-02,combination,430,14.345,13.4,44.5,-13.4,8.356,14.345,11.03,3258,0.011,0
SKU-0011,WH-JHR-02,combination,423,14.094,20.6,44.8,20.6,9.034,13.57,9.693,3138,0.008,0
SKU-0012,WH-JHR-02,seasonal_index,1359,45.306,60.5,70.3,60.5,39.091,72.214,45.433,19567,0.0,0
SKU-0013,WH-JHR-02,combination,51,1.691,3.3,56.0,3.3,1.906,2.052,1.875,521,0.23,0
SKU-0014,WH-JHR-02,combination,1068,35.59,33.1,46.7,-33.1,16.341,29.614,15.006,7122,0.0,0
SKU-0015,WH-JHR-02,combination,843,28.106,11.7,51.2,11.7,18.533,33.003,23.097,8381,0.0,0
SKU-0016,WH-JHR-02,combination,534,17.812,1.2,43.7,-1.2,14.594,19.66,16.166,4861,0.008,0
SKU-0017,WH-JHR-02,combination,226,7.521,29.6,60.8,29.6,6.885,8.005,5.745,2153,0.008,0
SKU-0018,WH-JHR-02,combination,380,12.666,9.8,43.4,9.8,13.239,17.088,12.738,4546,0.003,0
SKU-0019,WH-JHR-02,seasonal_index,126,4.191,28.0,76.3,28.0,3.334,4.362,3.038,1052,0.052,0
SKU-0020,WH-JHR-02,seasonal_index,134,4.453,13.0,49.7,-13.0,2.725,3.888,2.67,928,0.071,0
SKU-0021,WH-JHR-02,holt_winters,917,30.552,16.5,28.9,16.5,14.402,30.696,15.741,7761,0.0,0
SKU-0022,WH-JHR-02,seasonal_index,218,7.265,3.2,68.2,-3.2,6.899,7.625,6.298,1919,0.049,0
SKU-0023,WH-JHR-02,seasonal_index,141,4.701,3.3,54.5,-3.3,4.485,5.622,4.196,1553,0.041,0
SKU-0024,WH-JHR-02,seasonal_index,1258,41.943,22.2,32.4,22.2,34.975,47.378,28.923,12134,0.0,0
SKU-0025,WH-JHR-02,combination,3004,100.146,33.7,51.3,33.7,76.028,105.214,69.537,27163,0.0,0
SKU-0026,WH-JHR-02,combination,1106,36.874,17.1,47.9,17.1,25.975,35.153,23.927,9397,0.003,0
SKU-0027,WH-JHR-02,combination,957,31.915,8.7,54.4,-8.7,16.942,26.027,16.173,5960,0.0,0
SKU-0028,WH-JHR-02,combination,458,15.279,0.7,34.4,0.7,6.568,13.134,7.401,2838,0.0,0
SKU-0029,WH-JHR-02,combination,317,10.572,13.6,39.6,13.6,7.46,12.099,6.622,3127,0.0,0
SKU-0030,WH-JHR-02,combination,60,1.994,12.3,72.7,12.3,1.933,2.2,2.213,548,0.197,0
SKU-0031,WH-JHR-02,combination,1531,51.027,3.4,29.4,3.4,20.494,49.879,20.549,12376,0.0,0
SKU-0032,WH-JHR-02,combination,351,11.698,13.3,49.9,-13.3,4.375,9.422,7.916,1652,0.027,0
SKU-0033,WH-JHR-02,combination,3172,105.736,2.5,41.6,-2.5,61.122,99.397,71.042,22790,0.0,0
SKU-0034,WH-JHR-02,combination,1232,41.081,25.1,43.7,25.1,21.212,46.088,31.493,10610,0.0,0
SKU-0035,WH-JHR-02,combination,901,30.023,14.4,31.7,-14.4,14.685,28.162,18.618,6543,0.0,0
SKU-0036,WH-JHR-02,seasonal_index,240,8.003,20.9,61.2,20.9,5.891,7.677,5.828,1714,0.025,0
SKU-0037,WH-JHR-02,combination,104,3.472,7.4,68.5,7.4,4.429,4.805,4.129,1195,0.068,0
SKU-0038,WH-JHR-02,combination,2028,67.593,6.7,48.9,-6.7,37.059,65.888,35.491,16918,0.0,0
SKU-0039,WH-JHR-02,combination,417,13.899,31.6,46.1,-31.6,15.666,12.11,12.244,3170,0.022,0
SKU-0040,WH-JHR-02,combination,450,15.016,23.3,43.6,-23.3,7.499,13.085,9.278,3030,0.011,0
SKU-0041,WH-JHR-02,croston_sba,33,1.099,8.7,87.9,8.7,1.322,1.395,1.421,334,0.332,1
SKU-0042,WH-JHR-02,combination,2319,77.293,10.7,44.8,10.7,49.107,87.932,58.812,20237,0.0,0
SKU-0043,WH-JHR-02,seasonal_index,197,6.571,2.4,52.6,-2.4,5.515,7.564,5.534,1921,0.022,0
SKU-0044,WH-JHR-02,combination,67,2.241,0.2,69.1,0.2,2.106,2.332,2.249,569,0.225,0
SKU-0045,WH-JHR-02,seasonal_index,518,17.281,10.9,36.8,-10.9,9.552,20.096,9.708,4955,0.0,0
SKU-0046,WH-JHR-02,seasonal_index,1476,49.213,1.3,30.1,1.3,27.841,61.375,44.735,14810,0.0,0
SKU-0047,WH-JHR-02,combination,186,6.206,3.4,53.2,-3.4,4.331,6.636,5.227,1540,0.063,0
SKU-0048,WH-JHR-02,combination,231,7.699,23.0,56.5,-23.0,5.792,7.296,5.46,1730,0.058,0
SKU-0049,WH-JHR-02,combination,149,4.983,0.7,36.4,0.7,3.926,5.112,3.844,1325,0.085,0
SKU-0050,WH-JHR-02,combination,435,14.489,16.1,55.6,-16.1,9.148,14.526,9.978,4019,0.0,0
SKU-0051,WH-JHR-02,combination,744,24.794,3.4,39.9,3.4,20.028,32.723,20.849,7860,0.0,0
SKU-0052,WH-JHR-02,combination,2600,86.67,3.4,40.1,-3.4,74.048,94.795,67.791,25370,0.0,0
SKU-0053,WH-JHR-02,seasonal_index,68,2.279,27.9,79.5,-27.9,2.069,2.11,1.93,518,0.184,0
SKU-0054,WH-JHR-02,seasonal_index,158,5.269,22.0,51.0,-22.0,4.662,6.682,5.006,1701,0.041,0
SKU-0055,WH-JHR-02,combination,256,8.531,4.8,47.8,-4.8,5.365,9.068,6.262,2071,0.03,0
SKU-0056,WH-JHR-02,combination,1359,45.301,18.5,45.4,-18.5,26.78,39.729,24.206,9584,0.0,0
SKU-0057,WH-JHR-02,combination,417,13.893,10.9,45.4,-10.9,8.74,13.904,7.977,3775,0.003,0
SKU-0058,WH-JHR-02,snaive,7,0.225,37.5,195.8,37.5,0.678,0.381,0.646,91,0.701,1
SKU-0059,WH-JHR-02,snaive,660,21.992,7.3,48.8,-7.3,13.173,17.978,14.226,4026,0.005,0
SKU-0060,WH-JHR-02,combination,2809,93.618,6.2,48.8,6.2,59.41,125.693,79.752,30306,0.0,0
SKU-0061,WH-JHR-02,combination,35,1.177,44.0,118.2,44.0,1.458,1.148,1.43,275,0.414,1
SKU-0062,WH-JHR-02,combination,1714,57.129,34.2,62.4,-34.2,34.958,37.477,32.821,8952,0.0,0
SKU-0063,WH-JHR-02,seasonal_index,90,2.997,16.5,63.7,-16.5,2.675,2.942,2.426,761,0.107,0
SKU-0064,WH-JHR-02,seasonal_index,978,32.603,56.0,64.6,56.0,22.646,30.285,20.227,7324,0.0,0
SKU-0065,WH-JHR-02,combination,47,1.556,5.0,88.7,5.0,1.581,1.833,1.804,429,0.255,0
SKU-0066,WH-JHR-02,seasonal_index,266,8.882,20.0,46.0,-20.0,9.741,14.019,9.163,3730,0.003,0
SKU-0067,WH-JHR-02,combination,3196,106.545,23.0,33.6,-23.0,44.047,106.449,55.543,25682,0.0,0
SKU-0068,WH-JHR-02,combination,439,14.629,26.7,47.4,-26.7,8.588,11.655,8.902,2778,0.025,0
SKU-0069,WH-JHR-02,combination,2160,71.992,47.0,58.1,47.0,72.584,95.871,69.69,25105,0.0,0
SKU-0070,WH-JHR-02,snaive,1017,33.908,6.8,39.7,6.8,18.878,45.077,34.695,9268,0.0,0
SKU-0071,WH-JHR-02,combination,1093,36.423,15.7,52.8,-15.7,19.225,25.984,19.134,6574,0.0,0
SKU-0072,WH-JHR-02,combination,1339,44.638,18.4,41.8,18.4,27.439,45.693,31.298,10552,0.003,0
SKU-0073,WH-JHR-02,combination,1177,39.218,16.9,43.6,-16.9,21.855,41.715,28.885,10108,0.0,0
SKU-0074,WH-JHR-02,holt_winters,451,15.022,16.2,36.8,-16.2,9.11,14.874,12.365,3304,0.019,0
SKU-0075,WH-JHR-02,combination,357,11.911,2.7,33.9,-2.7,6.727,10.57,6.541,2369,0.005,0
SKU-0076,WH-JHR-02,combination,216,7.195,15.7,54.4,-15.7,4.205,6.104,5.867,1400,0.096,0
SKU-0077,WH-JHR-02,seasonal_index,126,4.185,0.4,76.2,0.4,3.062,3.666,3.235,805,0.145,0
SKU-0078,WH-JHR-02,combination,648,21.594,31.2,49.7,31.2,17.057,26.455,19.015,6151,0.0,0
SKU-0079,WH-JHR-02,combination,85,2.821,17.3,65.1,17.3,2.242,2.614,2.177,629,0.14,0
SKU-0080,WH-JHR-02,snaive,1268,42.283,44.5,73.7,44.5,39.68,65.479,39.554,15134,0.0,0
SKU-0081,WH-JHR-02,combination,147,4.905,23.0,46.0,23.0,3.454,5.723,3.601,1426,0.038,0
SKU-0082,WH-JHR-02,combination,855,28.496,10.2,34.9,10.2,16.448,30.904,22.231,7082,0.005,0
SKU-0083,WH-JHR-02,holt_winters,2303,76.781,3.0,34.5,3.0,43.621,85.247,48.344,20693,0.0,0
SKU-0084,WH-JHR-02,seasonal_index,5253,175.111,13.7,48.1,13.7,88.903,139.134,96.534,29565,0.0,0
SKU-0085,WH-JHR-02,combination,895,29.847,11.9,35.6,11.9,15.46,26.178,16.734,5470,0.003,0
SKU-0086,WH-JHR-02,combination,118,3.917,17.7,62.5,-17.7,2.369,3.019,2.484,647,0.074,0
SKU-0087,WH-JHR-02,combination,1213,40.443,18.3,35.3,-18.3,16.722,39.071,18.085,9326,0.0,0
SKU-0088,WH-JHR-02,combination,73,2.418,18.8,72.5,18.8,2.301,2.732,2.532,695,0.164,0
SKU-0089,WH-JHR-02,combination,307,10.229,16.5,38.8,16.5,4.287,8.307,4.809,1769,0.014,0
SKU-0090,WH-JHR-02,combination,5053,168.447,25.2,38.3,-25.2,67.898,127.378,86.119,31286,0.0,0
SKU-0091,WH-JHR-02,combination,1115,37.182,13.1,47.9,-13.1,17.692,31.737,22.102,6708,0.005,0
SKU-0092,WH-JHR-02,combination,52,1.736,43.2,75.3,43.2,1.984,2.348,1.991,592,0.164,0
SKU-0093,WH-JHR-02,combination,169,5.632,21.6,47.1,-21.6,3.222,4.97,3.817,1150,0.06,0
SKU-0094,WH-JHR-02,seasonal_index,296,9.868,19.8,59.6,-19.8,6.48,9.937,6.584,2390,0.03,0
SKU-0095,WH-JHR-02,seasonal_index,84,2.81,21.8,73.1,-21.8,2.698,2.337,2.344,598,0.227,0
SKU-0096,WH-JHR-02,combination,42,1.393,16.7,78.4,16.7,1.784,2.036,1.963,467,0.23,0
SKU-0097,WH-JHR-02,combination,249,8.304,17.7,59.5,-17.7,6.982,7.685,7.489,1894,0.079,0
SKU-0098,WH-JHR-02,combination,3796,126.519,27.1,37.0,-27.1,43.925,93.567,55.312,20292,0.0,0
SKU-0099,WH-JHR-02,combination,871,29.026,4.1,30.0,4.1,16.731,31.447,16.117,8293,0.0,0
SKU-0100,WH-JHR-02,croston_sba,20,0.65,14.9,111.3,-14.9,0.732,0.655,0.865,129,0.551,1
SKU-0101,WH-JHR-02,seasonal_index,235,7.841,32.9,51.3,32.9,7.736,12.263,8.824,3349,0.003,0
SKU-0102,WH-JHR-02,combination,237,7.899,22.7,50.5,22.7,5.677,8.682,5.539,2228,0.019,0
SKU-0103,WH-JHR-02,combination,318,10.612,18.0,34.2,-18.0,5.098,9.427,6.076,2240,0.014,0
SKU-0104,WH-JHR-02,seasonal_index,2491,83.038,3.8,47.9,3.8,72.553,85.395,67.994,23540,0.0,0
SKU-0105,WH-JHR-02,seasonal_index,88,2.945,24.2,66.6,24.2,2.063,2.567,2.306,559,0.156,0
SKU-0106,WH-JHR-02,combination,112,3.747,3.1,60.3,3.1,2.521,2.975,2.444,717,0.126,0
SKU-0107,WH-JHR-02,ma28,570,19.0,13.7,41.7,13.7,11.093,18.408,10.721,4733,0.0,0
SKU-0108,WH-JHR-02,seasonal_index,46,1.543,21.2,93.6,-21.2,2.017,1.515,1.741,371,0.326,1
SKU-0109,WH-JHR-02,combination,3067,102.219,14.5,32.3,-14.5,39.67,99.953,57.937,21396,0.0,0
SKU-0110,WH-JHR-02,combination,696,23.204,21.6,40.4,21.6,14.001,16.367,12.649,4107,0.005,0
SKU-0111,WH-JHR-02,seasonal_index,882,29.39,8.4,40.8,8.4,15.396,27.441,17.263,6454,0.0,0
SKU-0112,WH-JHR-02,seasonal_index,274,9.13,14.5,45.7,-14.5,7.65,10.537,6.758,2839,0.003,0
SKU-0113,WH-JHR-02,combination,677,22.583,15.2,49.0,-15.2,14.292,21.86,17.619,5107,0.008,0
SKU-0114,WH-JHR-02,combination,275,9.166,12.8,44.0,12.8,6.367,9.825,7.901,2094,0.003,0
SKU-0115,WH-JHR-02,combination,629,20.982,31.2,48.9,31.2,11.314,20.51,10.65,5318,0.0,0
SKU-0116,WH-JHR-02,combination,1008,33.588,28.0,48.5,28.0,25.323,37.707,22.487,8543,0.0,0
SKU-0117,WH-JHR-02,combination,1036,34.544,4.4,36.8,4.4,14.496,36.09,15.871,8510,0.0,0
SKU-0118,WH-JHR-02,combination,62,2.082,13.5,71.6,-13.5,1.772,1.899,1.87,436,0.247,0
SKU-0119,WH-JHR-02,seasonal_index,418,13.935,0.6,54.8,0.6,8.715,16.359,10.183,3986,0.0,0
SKU-0120,WH-JHR-02,ma28,177,5.893,5.9,72.2,5.9,5.008,5.227,4.696,1305,0.093,0
SKU-0121,WH-JHR-02,combination,304,10.125,22.6,43.7,22.6,8.221,12.655,8.237,3248,0.008,0
SKU-0122,WH-JHR-02,seasonal_index,650,21.679,15.5,43.2,-15.5,14.978,25.173,14.317,6232,0.003,0
SKU-0123,WH-JHR-02,seasonal_index,142,4.729,1.7,43.5,1.7,3.117,4.51,2.962,1108,0.027,0
SKU-0124,WH-JHR-02,combination,152,5.076,11.1,40.1,-11.1,3.073,4.822,4.037,1088,0.071,0
SKU-0125,WH-JHR-02,combination,2201,73.368,15.7,32.9,15.7,36.653,81.06,42.623,21189,0.0,0
SKU-0126,WH-JHR-02,combination,216,7.206,8.5,32.9,-8.5,3.671,8.323,4.166,1945,0.003,0
SKU-0127,WH-JHR-02,seasonal_index,70,2.32,4.7,82.5,4.7,2.718,2.704,2.614,679,0.214,0
SKU-0128,WH-JHR-02,holt_winters,706,23.54,23.2,37.3,23.2,13.056,27.918,14.484,7552,0.0,0
SKU-0129,WH-JHR-02,combination,1364,45.475,2.2,31.2,2.2,38.072,62.863,35.223,15887,0.0,0
SKU-0130,WH-JHR-02,combination,172,5.723,2.3,56.6,-2.3,4.629,7.37,6.168,1715,0.038,0
SKU-0131,WH-JHR-02,combination,1225,40.848,3.2,40.0,-3.2,20.187,51.981,38.069,10730,0.0,0
SKU-0132,WH-JHR-02,combination,1213,40.436,11.0,35.8,-11.0,17.026,30.896,21.259,6573,0.0,0
SKU-0133,WH-JHR-02,combination,581,19.371,23.4,38.0,23.4,14.568,19.627,13.116,5082,0.011,0
SKU-0134,WH-JHR-02,combination,404,13.478,5.4,53.6,-5.4,10.115,11.636,9.693,2973,0.025,0
SKU-0135,WH-JHR-02,combination,3212,107.082,11.4,38.2,-11.4,53.933,85.041,54.517,21715,0.0,0
SKU-0136,WH-JHR-02,combination,340,11.335,4.6,44.3,4.6,6.46,12.666,7.998,3027,0.003,0
SKU-0137,WH-JHR-02,croston_sba,56,1.874,46.1,82.0,-46.1,1.393,1.532,1.618,321,0.304,1
SKU-0138,WH-JHR-02,combination,3843,128.087,17.2,34.5,-17.2,56.981,98.6,53.944,23738,0.0,0
SKU-0139,WH-JHR-02,combination,640,21.346,1.5,33.7,-1.5,10.671,21.636,10.714,5550,0.0,0
SKU-0140,WH-JHR-02,seasonal_index,551,18.35,17.4,55.4,-17.4,11.844,19.603,11.715,4599,0.003,0
SKU-0141,WH-JHR-02,combination,1151,38.358,10.3,39.2,10.3,17.173,40.378,20.483,8976,0.0,0
SKU-0142,WH-JHR-02,combination,57,1.912,33.7,84.7,33.7,1.634,2.132,1.746,543,0.197,0
SKU-0143,WH-JHR-02,combination,115,3.842,28.1,55.5,28.1,3.201,3.066,3.172,640,0.132,0
SKU-0144,WH-JHR-02,combination,36,1.2,8.3,80.9,8.3,1.259,1.033,1.394,248,0.46,1
SKU-0145,WH-JHR-02,combination,118,3.94,4.6,64.9,4.6,3.455,4.671,3.427,1165,0.036,0
SKU-0146,WH-JHR-02,combination,389,12.957,17.1,53.9,17.1,10.636,13.764,11.437,3140,0.016,0
SKU-0147,WH-JHR-02,combination,360,12.005,18.4,55.6,18.4,7.509,11.181,8.172,2700,0.022,0
SKU-0148,WH-JHR-02,holt_winters,623,20.758,6.7,58.1,-6.7,11.183,17.934,12.135,4263,0.0,0
SKU-0149,WH-JHR-02,seasonal_index,73,2.417,0.6,62.7,0.6,1.984,2.312,2.014,556,0.181,0
SKU-0150,WH-JHR-02,combination,51,1.69,25.3,63.6,-25.3,1.453,1.416,1.522,310,0.304,1
SKU-0151,WH-JHR-02,combination,1671,55.684,18.1,50.1,18.1,34.707,56.907,34.143,14380,0.0,0
SKU-0152,WH-JHR-02,seasonal_index,427,14.239,8.2,47.7,8.2,7.812,13.184,7.709,3082,0.0,0
SKU-0153,WH-JHR-02,combination,1272,42.401,33.8,41.6,-33.8,17.514,37.31,21.108,8043,0.0,0
SKU-0154,WH-JHR-02,combination,959,31.973,19.9,38.1,-19.9,20.281,34.992,20.594,8748,0.0,0
SKU-0155,WH-JHR-02,combination,758,25.257,2.1,47.7,2.1,11.139,22.512,14.548,4636,0.0,0
SKU-0156,WH-JHR-02,seasonal_index,556,18.526,19.1,42.3,-19.1,9.483,16.973,10.422,3946,0.005,0
SKU-0157,WH-JHR-02,seasonal_index,347,11.561,17.5,68.1,-17.5,7.951,10.652,8.469,2437,0.047,0
SKU-0158,WH-JHR-02,combination,497,16.579,4.6,37.0,-4.6,9.776,14.351,9.106,3766,0.003,0
SKU-0159,WH-JHR-02,combination,446,14.875,8.8,47.6,8.8,8.271,15.89,10.308,3743,0.003,0
SKU-0160,WH-JHR-02,seasonal_index,1309,43.64,13.6,62.2,13.6,31.698,41.033,26.941,10446,0.0,0
SKU-0161,WH-JHR-02,seasonal_index,735,24.489,4.1,56.1,4.1,16.616,29.449,18.781,7536,0.003,0
SKU-0162,WH-JHR-02,combination,1190,39.68,10.2,39.9,-10.2,16.724,34.279,21.431,7145,0.0,0
SKU-0163,WH-JHR-02,combination,80,2.672,13.5,57.8,13.5,2.158,3.342,2.821,776,0.134,0
SKU-0164,WH-JHR-02,combination,1144,38.125,23.5,50.0,-23.5,18.027,35.515,24.368,7103,0.0,0
SKU-0165,WH-JHR-02,seasonal_index,190,6.318,25.4,50.9,25.4,4.449,7.874,5.639,1816,0.016,0
SKU-0166,WH-JHR-02,holt_winters,194,6.461,7.9,50.6,-7.9,4.097,5.142,4.733,1303,0.107,0
SKU-0167,WH-JHR-02,combination,2436,81.213,17.2,24.1,17.2,55.742,92.704,48.646,23925,0.0,0
SKU-0168,WH-JHR-02,seasonal_index,152,5.059,5.0,43.4,5.0,2.805,4.545,3.39,1069,0.03,0
SKU-0169,WH-JHR-02,combination,53,1.759,10.4,68.0,10.4,1.685,1.614,1.635,404,0.299,0
SKU-0170,WH-JHR-02,combination,54,1.785,61.1,96.5,61.1,2.523,2.501,2.215,706,0.151,0
SKU-0171,WH-JHR-02,combination,19,0.624,1.4,106.6,1.4,0.998,0.6,0.901,154,0.605,1
SKU-0172,WH-JHR-02,combination,209,6.961,0.3,52.7,0.3,4.416,6.666,4.485,1575,0.011,0
SKU-0173,WH-JHR-02,combination,682,22.74,5.3,50.5,5.3,18.359,22.052,17.662,5804,0.019,0
SKU-0174,WH-JHR-02,seasonal_index,128,4.266,13.0,46.5,-13.0,4.241,5.441,4.064,1480,0.027,0
SKU-0175,WH-JHR-02,combination,560,18.666,9.0,56.4,9.0,13.197,15.704,11.733,4194,0.0,0
SKU-0176,WH-JHR-02,combination,2336,77.85,18.8,46.5,-18.8,39.086,58.732,39.543,12980,0.0,0
SKU-0177,WH-JHR-02,combination,1888,62.92,15.3,58.3,15.3,46.247,73.112,50.322,19502,0.0,0
SKU-0178,WH-JHR-02,seasonal_index,209,6.976,34.0,55.7,34.0,10.495,12.868,9.606,3546,0.005,0
SKU-0179,WH-JHR-02,seasonal_index,4475,149.153,4.2,48.4,-4.2,92.604,148.449,84.939,35504,0.0,0
SKU-0180,WH-JHR-02,combination,2362,78.72,20.6,46.0,-20.6,35.352,62.047,35.273,15629,0.0,0
SKU-0181,WH-JHR-02,combination,203,6.756,5.9,61.5,5.9,5.285,7.449,5.577,1612,0.025,0
SKU-0182,WH-JHR-02,combination,433,14.434,21.2,35.6,-21.2,10.826,13.564,9.519,3085,0.0,0
SKU-0183,WH-JHR-02,combination,68,2.269,12.3,63.6,12.3,2.13,2.044,1.92,494,0.205,0
SKU-0184,WH-JHR-02,seasonal_index,104,3.462,6.8,62.1,-6.8,3.17,3.551,3.442,870,0.153,0
SKU-0185,WH-JHR-02,seasonal_index,677,22.577,18.0,55.4,18.0,18.116,30.997,17.742,7859,0.0,0
SKU-0186,WH-JHR-02,holt_winters,329,10.962,8.9,36.4,-8.9,9.36,13.685,9.119,3225,0.008,0
SKU-0187,WH-JHR-02,combination,1814,60.454,14.2,49.7,-14.2,42.564,53.797,39.318,13522,0.0,0
SKU-0188,WH-JHR-02,combination,169,5.624,12.2,51.5,-12.2,4.068,4.351,3.817,1250,0.074,0
SKU-0189,WH-JHR-02,seasonal_index,2033,67.772,28.4,51.5,-28.4,56.314,78.995,50.768,19889,0.0,0
SKU-0190,WH-JHR-02,seasonal_index,83,2.765,7.7,70.2,7.7,2.455,2.611,2.4,648,0.184,0
SKU-0191,WH-JHR-02,seasonal_index,423,14.093,14.6,53.2,14.6,25.468,17.329,18.886,4979,0.005,0
SKU-0192,WH-JHR-02,combination,149,4.983,6.0,49.6,6.0,3.657,6.016,5.433,1367,0.068,0
SKU-0193,WH-JHR-02,seasonal_index,47,1.558,40.6,100.0,40.6,1.132,1.315,1.31,262,0.315,1
SKU-0194,WH-JHR-02,combination,3647,121.578,17.8,35.6,-17.8,56.123,124.17,60.675,29508,0.0,0
SKU-0195,WH-JHR-02,seasonal_index,425,14.167,9.8,37.0,-9.8,6.415,11.266,6.808,2580,0.003,0
SKU-0196,WH-JHR-02,combination,169,5.635,19.5,49.6,19.5,4.895,7.718,4.844,1997,0.011,0
SKU-0197,WH-JHR-02,holt_winters,57,1.91,14.7,69.2,-14.7,1.479,1.803,1.757,433,0.238,0
SKU-0198,WH-JHR-02,combination,292,9.745,1.9,39.9,-1.9,5.736,10.825,6.772,2362,0.0,0
SKU-0199,WH-JHR-02,combination,602,20.079,3.3,39.9,-3.3,11.183,22.37,14.564,4815,0.0,0
SKU-0200,WH-JHR-02,combination,105,3.492,32.6,65.6,32.6,3.404,4.277,4.009,1001,0.115,0
SKU-0201,WH-JHR-02,snaive,1014,33.792,4.6,26.7,-4.6,18.093,38.764,16.281,9051,0.0,0
SKU-0202,WH-JHR-02,combination,524,17.471,29.4,61.7,-29.4,14.459,20.192,13.536,5536,0.0,0
SKU-0203,WH-JHR-02,combination,1883,62.77,13.4,28.5,13.4,34.572,68.082,31.306,18479,0.0,0
SKU-0204,WH-JHR-02,seasonal_index,383,12.771,15.9,56.1,-15.9,6.69,10.077,7.409,2239,0.014,0
SKU-0205,WH-JHR-02,combination,45,1.491,28.9,75.1,28.9,1.437,1.573,1.487,369,0.274,0
SKU-0206,WH-JHR-02,combination,765,25.507,23.0,46.8,-23.0,15.157,22.038,15.841,5259,0.005,0
SKU-0207,WH-JHR-02,seasonal_index,277,9.226,16.5,42.9,16.5,5.227,11.395,6.44,2824,0.0,0
SKU-0208,WH-JHR-02,holt_winters,199,6.641,12.0,47.8,12.0,5.181,9.268,7.842,2016,0.03,0
SKU-0209,WH-JHR-02,seasonal_index,650,21.672,41.4,64.4,41.4,23.351,29.173,19.247,7884,0.0,0
