SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Holding_Cost_Per_Unit
SKU-0006,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-014,10.71,13.93,20,5.2,2.0
SKU-0007,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-023,0.55,0.74,12,3.4,0.15
SKU-0008,WH-JHR-02,Johor Bahru,FMCG Household,A,SUP-008,3.56,6.39,8,2.2,0.67
SKU-0009,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-004,54.11,78.08,24,7.6,10.12
SKU-0010,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-028,11.31,19.67,18,2.6,2.11
SKU-0011,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,8.53,15.03,28,2.8,1.6
SKU-0012,WH-JHR-02,Johor Bahru,Apparel & Textiles,A,SUP-034,8.89,18.75,32,8.0,1.66
SKU-0013,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-024,10.62,13.65,28,5.3,1.99
SKU-0014,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-002,1.85,3.91,12,1.6,0.35
SKU-0015,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-040,25.96,46.6,17,2.5,4.85
SKU-0016,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-018,38.84,53.84,33,6.0,7.26
SKU-0017,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-012,21.3,42.45,23,2.7,3.98
SKU-0018,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-036,24.1,51.06,17,1.9,4.51
SKU-0019,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-030,3.04,4.42,12,3.9,0.57
SKU-0020,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-030,38.15,84.92,36,6.4,7.13
SKU-0021,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-012,1.94,3.15,11,3.8,0.36
SKU-0022,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-040,26.07,46.32,24,8.2,4.88
SKU-0023,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-019,1.34,3.15,26,3.5,0.25
SKU-0024,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-022,1.27,1.95,11,3.1,0.24
SKU-0025,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-031,2.44,5.01,9,2.3,0.46
SKU-0026,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-027,16.01,24.06,18,4.9,2.99
SKU-0027,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-007,6.15,12.49,16,2.0,1.15
SKU-0028,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-013,53.0,94.02,27,4.0,9.91
SKU-0029,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-015,61.4,87.45,17,2.0,11.48
SKU-0030,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-038,31.13,49.34,38,9.5,5.82
SKU-0031,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-029,3.6,5.41,12,4.2,0.67
SKU-0032,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-015,13.88,18.46,19,5.1,2.6
SKU-0033,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-030,8.1,10.53,25,6.9,1.51
SKU-0034,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-030,19.14,29.21,33,11.4,3.58
SKU-0035,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-016,11.81,15.28,14,3.8,2.21
SKU-0036,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-017,11.4,15.82,24,2.6,2.13
SKU-0037,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-036,48.54,93.54,25,7.9,9.08
SKU-0038,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-023,12.84,24.45,19,3.6,2.4
SKU-0039,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-006,19.9,38.71,28,2.8,3.72
SKU-0040,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-029,12.08,18.14,38,8.6,2.26
SKU-0041,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-024,6.52,14.19,19,6.4,1.22
SKU-0042,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-021,3.86,6.82,8,1.3,0.72
SKU-0043,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-030,7.1,9.66,36,8.0,1.33
SKU-0044,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-037,11.38,15.63,36,5.2,2.13
SKU-0045,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-014,1.58,2.98,11,1.3,0.3
SKU-0046,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,2.31,3.22,10,1.2,0.43
SKU-0047,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-008,24.11,40.36,27,7.6,4.51
SKU-0048,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-026,20.76,49.08,23,7.3,3.88
SKU-0049,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-017,8.95,11.5,30,4.1,1.67
SKU-0050,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-014,20.4,26.36,17,2.9,3.81
SKU-0051,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-028,53.4,126.39,29,4.3,9.99
SKU-0052,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-017,42.07,73.87,19,2.0,7.87
SKU-0053,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-019,2.9,3.95,11,2.6,0.54
SKU-0054,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-018,36.5,79.87,28,7.7,6.83
SKU-0055,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-011,40.86,88.24,30,7.9,7.64
SKU-0056,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-006,0.72,1.23,9,1.8,0.15
SKU-0057,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-034,11.17,20.08,17,4.1,2.09
SKU-0058,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-004,30.36,44.54,40,4.9,5.68
SKU-0059,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-013,25.62,33.63,28,3.9,4.79
SKU-0060,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-027,53.45,94.44,27,9.0,10.0
SKU-0061,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-006,27.68,41.08,28,8.1,5.18
SKU-0062,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-027,21.22,39.22,21,6.9,3.97
SKU-0063,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-030,45.04,94.04,28,9.2,8.42
SKU-0064,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-027,2.37,3.06,12,3.1,0.44
SKU-0065,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-013,47.75,84.43,35,11.6,8.93
SKU-0066,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-001,16.68,23.94,17,3.5,3.12
SKU-0067,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-036,23.26,49.98,15,1.5,4.35
SKU-0068,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-014,15.26,22.16,22,2.5,2.85
SKU-0069,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-033,34.43,61.47,20,2.5,6.44
SKU-0070,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-008,15.29,26.33,22,2.7,2.86
SKU-0071,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-007,12.77,20.04,26,4.9,2.39
SKU-0072,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-032,17.35,32.37,38,10.5,3.24
SKU-0073,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-038,3.89,7.5,8,2.4,0.73
SKU-0074,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-035,25.71,44.64,32,7.9,4.81
SKU-0075,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-031,16.76,33.06,20,2.7,3.13
SKU-0076,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-010,15.2,35.68,31,8.9,2.84
SKU-0077,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-037,9.9,15.74,27,5.1,1.85
SKU-0078,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-027,6.17,10.37,30,3.1,1.15
SKU-0079,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-007,25.19,32.48,19,3.2,4.71
SKU-0080,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-006,2.16,4.38,8,1.5,0.4
SKU-0081,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-035,19.45,32.81,34,5.7,3.64
SKU-0082,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-012,24.55,38.78,33,10.0,4.59
SKU-0083,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-031,0.53,0.71,8,2.3,0.15
SKU-0084,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-006,22.29,48.49,28,7.7,4.17
SKU-0085,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-012,45.67,71.61,23,3.1,8.54
SKU-0086,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-012,41.86,78.35,26,7.9,7.83
SKU-0087,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-012,4.13,5.69,10,2.7,0.77
SKU-0088,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-027,17.51,40.36,20,3.0,3.27
SKU-0089,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-037,33.26,46.47,25,6.6,6.22
SKU-0090,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-037,21.04,29.71,22,4.9,3.93
SKU-0091,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-030,56.68,120.4,24,5.0,10.6
SKU-0092,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-009,38.87,86.1,30,3.8,7.27
SKU-0093,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-039,26.08,37.07,14,3.2,4.88
SKU-0094,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-022,31.15,50.99,32,4.0,5.83
SKU-0095,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-022,34.2,66.29,23,3.2,6.4
SKU-0096,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-029,10.36,22.34,30,4.0,1.94
SKU-0097,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-031,29.37,45.64,23,7.8,5.49
SKU-0098,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-039,31.2,52.54,23,3.9,5.83
SKU-0099,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-024,37.42,72.95,18,3.4,7.0
SKU-0100,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-025,9.57,18.52,27,4.9,1.79
SKU-0101,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-030,13.61,27.32,30,9.7,2.55
SKU-0102,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-011,51.28,89.21,40,9.6,9.59
SKU-0103,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-013,13.38,18.02,27,8.9,2.5
SKU-0104,WH-JHR-02,Johor Bahru,Apparel & Textiles,A,SUP-026,10.59,23.3,27,4.7,1.98
SKU-0105,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-003,3.27,6.98,10,1.3,0.61
SKU-0106,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-013,21.29,43.21,34,8.1,3.98
SKU-0107,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-029,5.1,6.85,20,3.7,0.95
SKU-0108,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,4.47,6.33,25,7.5,0.84
SKU-0109,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-021,49.75,97.11,28,9.0,9.3
SKU-0110,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-016,7.47,9.68,20,4.4,1.4
SKU-0111,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-018,26.64,62.32,22,7.5,4.98
SKU-0112,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-028,32.57,50.56,24,5.7,6.09
SKU-0113,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-022,38.21,73.33,26,4.4,7.15
SKU-0114,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-001,24.34,52.86,39,8.7,4.55
SKU-0115,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-022,50.65,79.4,18,2.0,9.47
SKU-0116,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,0.81,1.22,11,3.3,0.15
SKU-0117,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-029,2.56,4.56,10,1.3,0.48
SKU-0118,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-036,42.7,74.8,27,4.8,7.98
SKU-0119,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-039,25.12,39.7,14,3.4,4.7
SKU-0120,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-025,43.66,77.5,39,4.3,8.16
SKU-0121,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-015,6.74,15.21,31,3.7,1.26
SKU-0122,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-018,22.52,36.82,42,11.5,4.21
SKU-0123,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-008,9.68,13.65,26,3.1,1.81
SKU-0124,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-038,6.93,10.76,33,7.2,1.3
SKU-0125,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-034,44.14,69.17,20,3.7,8.25
SKU-0126,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-035,19.83,27.06,20,3.1,3.71
SKU-0127,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-014,30.85,42.77,37,5.4,5.77
SKU-0128,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-013,54.6,102.33,18,5.2,10.21
SKU-0129,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-035,47.67,72.47,20,6.8,8.91
SKU-0130,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-022,42.64,97.75,30,4.1,7.97
SKU-0131,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-029,9.69,14.0,21,7.1,1.81
SKU-0132,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-020,4.2,5.64,29,7.2,0.79
SKU-0133,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-018,34.23,67.28,34,8.9,6.4
SKU-0134,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-026,33.89,73.22,31,8.6,6.34
SKU-0135,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-033,5.21,7.66,31,8.6,0.97
SKU-0136,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-014,35.3,49.91,18,5.5,6.6
SKU-0137,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-033,9.87,13.84,23,5.1,1.85
SKU-0138,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-010,2.74,4.63,22,5.1,0.51
SKU-0139,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,1.99,3.25,10,1.8,0.37
SKU-0140,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-037,56.26,81.94,21,2.7,10.52
SKU-0141,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-039,18.79,24.6,21,5.6,3.51
SKU-0142,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-037,7.94,13.09,14,1.5,1.48
SKU-0143,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-013,12.12,27.89,22,3.7,2.27
SKU-0144,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-034,21.36,39.19,29,3.6,3.99
SKU-0145,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-038,23.33,38.78,23,3.4,4.36
SKU-0146,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,13.76,18.59,33,8.6,2.57
SKU-0147,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-001,24.25,35.19,32,8.2,4.53
SKU-0148,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-030,11.92,17.69,13,2.7,2.23
SKU-0149,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-040,8.87,17.58,15,1.8,1.66
SKU-0150,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-031,55.76,120.07,24,5.0,10.43
SKU-0151,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-010,1.19,2.61,9,1.7,0.22
SKU-0152,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-031,0.81,1.9,12,3.4,0.15
SKU-0153,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-005,25.81,60.54,26,6.4,4.83
SKU-0154,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-020,19.94,45.64,18,4.0,3.73
SKU-0155,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,51.41,68.17,26,5.8,9.61
SKU-0156,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-019,51.94,71.11,43,14.7,9.71
SKU-0157,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-028,13.67,20.39,30,8.7,2.56
SKU-0158,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-010,24.17,41.6,37,8.3,4.52
SKU-0159,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-025,1.01,1.36,12,2.6,0.19
SKU-0160,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-026,2.63,5.53,8,0.9,0.49
SKU-0161,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,61.87,110.88,27,9.1,11.57
SKU-0162,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-012,10.17,17.39,20,3.6,1.9
SKU-0163,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-013,24.43,33.91,33,5.4,4.57
SKU-0164,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-011,28.58,41.49,26,9.1,5.34
SKU-0165,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-019,24.88,34.45,19,5.3,4.65
SKU-0166,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-024,20.89,44.14,30,3.4,3.91
SKU-0167,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-015,1.0,1.76,10,1.2,0.19
SKU-0168,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,1.85,3.59,8,0.9,0.35
SKU-0169,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-012,5.42,8.05,26,6.5,1.01
SKU-0170,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-009,3.79,5.86,23,2.7,0.71
SKU-0171,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-027,3.64,5.74,32,10.7,0.68
SKU-0172,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-033,13.33,26.32,18,6.0,2.49
SKU-0173,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-012,25.84,51.48,26,6.1,4.83
SKU-0174,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-035,5.59,7.92,31,7.9,1.05
SKU-0175,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-023,30.12,68.29,21,3.6,5.63
SKU-0176,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-007,59.76,81.13,22,2.6,11.18
SKU-0177,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-015,20.8,45.47,17,4.8,3.89
SKU-0178,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-001,8.12,10.92,21,2.6,1.52
SKU-0179,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-002,1.55,2.26,11,1.3,0.29
SKU-0180,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-014,3.82,8.04,9,1.6,0.71
SKU-0181,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-019,1.37,1.92,7,0.7,0.26
SKU-0182,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-032,1.7,2.69,12,2.5,0.32
SKU-0183,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-006,24.73,40.01,21,5.8,4.62
SKU-0184,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-034,22.06,31.89,34,10.2,4.13
SKU-0185,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-010,3.25,6.2,12,3.0,0.61
SKU-0186,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-006,32.77,69.21,42,13.1,6.13
SKU-0187,WH-JHR-02,Johor Bahru,Industrial Components,A,SUP-028,26.52,57.01,28,5.6,4.96
SKU-0188,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-031,23.47,35.68,24,7.5,4.39
SKU-0189,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-025,1.39,2.36,10,2.3,0.26
SKU-0190,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-005,14.61,21.16,26,4.0,2.73
SKU-0191,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-005,3.19,4.61,22,7.4,0.6
SKU-0192,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-016,34.48,47.76,24,4.0,6.45
SKU-0193,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-019,22.58,51.13,25,2.7,4.22
SKU-0194,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-040,2.58,5.6,11,1.8,0.48
SKU-0195,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-012,50.56,101.09,26,5.0,9.45
SKU-0196,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-008,50.11,84.41,20,3.8,9.37
SKU-0197,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-038,25.6,42.43,29,6.7,4.79
SKU-0198,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-007,2.26,3.84,9,2.9,0.42
SKU-0199,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-002,61.71,105.16,23,4.0,11.54
SKU-0200,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-017,27.29,43.77,37,8.5,5.1
SKU-0201,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-017,3.51,4.79,12,2.2,0.66
SKU-0202,WH-JHR-02,Johor Bahru,Apparel & Textiles,B,SUP-025,12.75,17.35,32,9.8,2.38
SKU-0203,WH-JHR-02,Johor Bahru,Medical Supplies,A,SUP-036,21.69,49.61,22,3.1,4.06
SKU-0204,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-038,17.18,28.33,28,3.5,3.21
SKU-0205,WH-JHR-02,Johor Bahru,Consumer Electronics,C,SUP-012,37.92,86.8,22,5.0,7.09
SKU-0206,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-040,6.67,9.25,23,6.2,1.25
SKU-0207,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-026,42.91,73.93,18,5.4,8.02
SKU-0208,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-003,49.9,70.76,32,7.9,9.33
SKU-0209,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-038,35.2,51.1,20,5.9,6.58
SKU-0210,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-006,12.82,16.67,15,3.0,2.4
SKU-0211,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-024,6.68,9.06,43,4.7,1.25
SKU-0212,WH-JHR-02,Johor Bahru,Automotive Parts,A,SUP-032,50.11,111.37,29,3.7,9.37
SKU-0213,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-010,12.67,19.07,28,3.1,2.37
SKU-0214,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-011,0.65,1.16,11,2.0,0.15
SKU-0215,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-020,16.57,27.05,37,8.3,3.1
SKU-0216,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-036,0.74,1.16,11,2.1,0.15
SKU-0217,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-009,32.03,54.42,21,5.0,5.99
SKU-0218,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-027,35.38,49.65,24,5.3,6.62
SKU-0219,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-019,5.2,12.26,21,5.7,0.97
SKU-0220,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-005,4.83,9.95,37,9.9,0.9
SKU-0221,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-029,7.02,13.68,27,4.8,1.31
SKU-0222,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-034,11.61,18.99,16,3.0,2.17
SKU-0223,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-024,7.84,10.81,38,9.4,1.47
SKU-0224,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-008,10.14,22.61,28,7.0,1.9
SKU-0225,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-007,10.45,15.9,29,5.2,1.95
SKU-0226,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-017,5.07,6.65,28,5.1,0.95
SKU-0227,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-021,28.68,43.67,18,4.9,5.36
SKU-0228,WH-JHR-02,Johor Bahru,Medical Supplies,B,SUP-023,12.42,25.14,20,5.2,2.32
SKU-0229,WH-JHR-02,Johor Bahru,Automotive Parts,C,SUP-010,5.08,9.14,30,4.0,0.95
SKU-0230,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-021,13.16,25.82,20,4.2,2.46
SKU-0231,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-012,54.45,110.16,19,6.1,10.18
SKU-0232,WH-JHR-02,Johor Bahru,Industrial Components,C,SUP-028,3.04,4.32,27,2.9,0.57
SKU-0233,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-032,7.7,17.21,23,7.2,1.44
SKU-0234,WH-JHR-02,Johor Bahru,Automotive Parts,B,SUP-027,28.01,45.01,34,4.8,5.24
SKU-0235,WH-JHR-02,Johor Bahru,Apparel & Textiles,C,SUP-001,5.46,9.93,22,5.0,1.02
SKU-0236,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-040,2.1,2.7,8,1.6,0.39
SKU-0237,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-001,21.51,50.92,19,1.9,4.02
SKU-0238,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-040,3.61,5.32,8,2.6,0.68
SKU-0239,WH-JHR-02,Johor Bahru,Consumer Electronics,A,SUP-002,21.32,28.14,25,5.3,3.99
SKU-0240,WH-JHR-02,Johor Bahru,Consumer Electronics,B,SUP-021,24.74,40.23,28,9.5,4.63
SKU-0241,WH-JHR-02,Johor Bahru,FMCG Household,B,SUP-005,1.4,1.91,9,1.5,0.26
SKU-0242,WH-JHR-02,Johor Bahru,FMCG Household,C,SUP-004,2.28,3.14,12,3.8,0.43
SKU-0243,WH-JHR-02,Johor Bahru,Industrial Components,B,SUP-028,27.6,49.97,24,7.9,5.16
SKU-0244,WH-JHR-02,Johor Bahru,Medical Supplies,C,SUP-030,7.71,12.07,14,3.3,1.44
