SKU_ID,Warehouse_ID,Warehouse_Name,Product_Category,ABC_Class,Supplier_ID,Unit_Cost,Unit_Price,Lead_Time_Days,Lead_Time_Variability_Days,Avg_Daily_Demand,Demand_Std_Dev,Units_Sold_YTD,Current_Stock,Stockout_Events_YTD,Avg_Stockout_Duration_Days,Units_Lost_YTD,Holding_Cost_Per_Unit,Static_Reorder_Point,Demand_Forecast_AI,AI_Reorder_Point,Static_Order_Qty_Units,AI_Order_Qty_Units,Forecast_Model,Forecast_MAPE_Pct,Forecast_Bias_Pct,Forecast_Sigma_Daily,Is_Intermittent,Reorder_Flag,Snapshot_Date
SKU-0117,WH-BTM-03,Batam,FMCG Household,C,SUP-029,2.56,4.56,10,2.2,24.518,13.481,5797,4477,0,0.0,0,0.39,866,720,306,5024,4544,combination,0.7,-0.7,12.633,0,0,2026-08-31
SKU-0118,WH-BTM-03,Batam,Automotive Parts,C,SUP-036,42.7,74.8,38,5.2,1.449,1.512,328,280,4,1.8,20,6.58,47,44,72,297,269,combination,2.6,-2.6,1.573,0,0,2026-08-31
SKU-0119,WH-BTM-03,Batam,Medical Supplies,B,SUP-039,25.12,39.7,28,3.9,12.589,8.645,2977,999,1,3.0,19,3.87,334,336,386,1143,1034,combination,8.3,-8.3,8.291,0,0,2026-08-31
SKU-0120,WH-BTM-03,Batam,Automotive Parts,B,SUP-025,43.66,77.5,35,8.9,3.562,3.318,882,456,0,0.0,0,6.72,143,121,177,461,417,combination,17.0,17.0,3.698,0,0,2026-08-31
SKU-0121,WH-BTM-03,Batam,Automotive Parts,C,SUP-015,6.74,15.21,54,9.0,11.386,7.038,2282,2051,2,29.0,650,1.04,315,322,665,2097,1896,combination,1.4,-1.4,7.078,0,0,2026-08-31
SKU-0122,WH-BTM-03,Batam,Automotive Parts,B,SUP-018,22.52,36.82,39,5.6,18.255,10.722,3999,1138,3,9.7,519,3.47,562,496,751,1453,1315,combination,5.1,-5.1,10.377,0,0,2026-08-31
SKU-0123,WH-BTM-03,Batam,Consumer Electronics,C,SUP-008,9.68,13.65,22,7.3,6.29,4.042,1444,1163,0,0.0,0,1.49,204,230,191,1302,1178,combination,2.3,2.3,2.934,0,0,2026-08-31
SKU-0124,WH-BTM-03,Batam,Industrial Components,C,SUP-038,6.93,10.76,32,3.5,6.211,4.96,1516,198,1,3.0,10,1.07,165,196,256,1527,1381,combination,27.8,27.8,5.061,0,1,2026-08-31
SKU-0125,WH-BTM-03,Batam,Consumer Electronics,A,SUP-034,44.14,69.17,21,5.1,108.756,57.591,29615,3247,0,0.0,0,6.8,3666,3031,2561,2534,2292,combination,5.8,5.8,58.227,0,0,2026-08-31
SKU-0126,WH-BTM-03,Batam,Medical Supplies,C,SUP-035,19.83,27.06,26,6.2,5.953,3.81,1354,235,0,0.0,0,3.05,161,146,152,885,801,ma28,8.6,8.6,3.067,0,0,2026-08-31
SKU-0127,WH-BTM-03,Batam,Industrial Components,C,SUP-014,30.85,42.77,38,6.2,2.43,2.644,532,374,6,2.5,50,4.75,68,59,98,453,410,holt_winters,1.5,-1.5,2.184,0,0,2026-08-31
SKU-0128,WH-BTM-03,Batam,Consumer Electronics,A,SUP-013,54.6,102.33,26,5.5,16.06,8.428,4426,468,0,0.0,0,8.41,636,483,495,876,792,combination,12.2,-12.2,9.086,0,1,2026-08-31
SKU-0129,WH-BTM-03,Batam,Consumer Electronics,A,SUP-035,47.67,72.47,30,3.7,42.011,21.259,7905,1398,5,8.4,2190,7.34,997,932,1072,1516,1371,seasonal_index,19.5,19.5,15.601,0,0,2026-08-31
SKU-0130,WH-BTM-03,Batam,Automotive Parts,B,SUP-022,42.64,97.75,46,12.9,4.833,3.939,973,0,4,8.8,180,6.57,80,117,219,543,492,combination,16.3,16.3,3.629,0,1,2026-08-31
SKU-0131,WH-BTM-03,Batam,Consumer Electronics,B,SUP-029,9.69,14.0,35,5.4,50.397,34.249,11040,746,1,10.0,480,1.49,2078,1273,1704,3685,3333,combination,10.5,10.5,22.435,0,1,2026-08-31
SKU-0132,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-020,4.2,5.64,40,5.9,25.112,19.814,5112,1954,0,0.0,0,0.65,1191,972,1442,3938,3562,combination,1.8,1.8,14.084,0,0,2026-08-31
SKU-0133,WH-BTM-03,Batam,Automotive Parts,A,SUP-018,34.23,67.28,47,8.4,9.584,6.668,2018,380,2,23.5,490,5.27,268,317,573,854,773,combination,19.3,-19.3,6.779,0,1,2026-08-31
SKU-0134,WH-BTM-03,Batam,Industrial Components,B,SUP-026,33.89,73.22,44,14.3,11.079,9.198,2055,409,4,14.8,675,5.22,197,300,546,923,835,seasonal_index,12.6,12.6,9.669,0,1,2026-08-31
SKU-0135,WH-BTM-03,Batam,Automotive Parts,B,SUP-033,5.21,7.66,49,14.7,59.416,37.087,11776,3046,2,23.0,2455,0.8,1696,2013,3679,5461,4939,combination,9.2,-9.2,33.94,0,1,2026-08-31
SKU-0136,WH-BTM-03,Batam,Consumer Electronics,B,SUP-014,35.3,49.91,28,9.4,10.496,7.458,2271,674,2,9.0,224,5.44,301,248,286,880,796,combination,19.6,19.6,6.198,0,0,2026-08-31
SKU-0137,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-033,9.87,13.84,35,9.2,0.74,0.905,158,415,0,0.0,0,1.52,22,24,36,442,400,croston_sba,7.4,7.4,0.771,1,0,2026-08-31
SKU-0138,WH-BTM-03,Batam,Medical Supplies,B,SUP-010,2.74,4.63,18,4.8,61.058,36.6,13656,5874,0,0.0,0,0.42,1420,1927,1388,7640,6911,combination,10.7,-10.7,33.246,0,0,2026-08-31
SKU-0139,WH-BTM-03,Batam,FMCG Household,C,SUP-017,1.99,3.25,14,3.1,27.455,16.393,7019,5832,0,0.0,0,0.31,945,748,461,5963,5394,seasonal_index,5.0,5.0,18.182,0,0,2026-08-31
SKU-0140,WH-BTM-03,Batam,Consumer Electronics,A,SUP-037,56.26,81.94,35,11.4,20.967,12.781,4496,933,4,4.5,328,8.66,714,566,775,986,892,combination,5.8,5.8,11.772,0,0,2026-08-31
SKU-0141,WH-BTM-03,Batam,Medical Supplies,B,SUP-039,18.79,24.6,18,4.1,28.197,13.23,6434,1228,0,0.0,0,2.89,585,943,638,1979,1790,seasonal_index,11.8,11.8,10.343,0,0,2026-08-31
SKU-0142,WH-BTM-03,Batam,Medical Supplies,C,SUP-037,7.94,13.09,27,5.1,1.66,1.871,424,576,1,6.0,16,1.22,58,60,73,739,669,seasonal_index,18.9,-18.9,2.198,0,0,2026-08-31
SKU-0143,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-013,12.12,27.89,39,10.1,2.236,2.184,468,322,0,0.0,0,1.87,99,80,124,693,627,combination,0.5,0.5,1.935,0,0,2026-08-31
SKU-0144,WH-BTM-03,Batam,Automotive Parts,C,SUP-034,21.36,39.19,36,8.5,0.647,0.907,164,206,0,0.0,0,3.29,21,16,28,281,254,croston_sba,27.8,27.8,0.963,1,0,2026-08-31
SKU-0145,WH-BTM-03,Batam,Medical Supplies,C,SUP-038,23.33,38.78,23,3.0,4.704,3.176,1190,232,0,0.0,0,3.59,133,119,118,725,656,seasonal_index,1.5,1.5,3.496,0,0,2026-08-31
SKU-0146,WH-BTM-03,Batam,Industrial Components,C,SUP-040,13.76,18.59,46,9.1,10.959,9.212,2442,276,3,3.7,129,2.12,325,317,565,1441,1303,combination,16.8,16.8,7.158,0,1,2026-08-31
SKU-0147,WH-BTM-03,Batam,Industrial Components,B,SUP-001,24.25,35.19,47,8.4,6.414,5.196,1352,154,3,3.7,100,3.73,222,196,359,831,752,combination,23.7,23.7,4.648,0,1,2026-08-31
SKU-0148,WH-BTM-03,Batam,Medical Supplies,B,SUP-030,11.92,17.69,18,5.6,15.647,9.615,3832,1074,1,2.0,17,1.84,300,484,358,1848,1671,combination,7.5,7.5,9.722,0,0,2026-08-31
SKU-0149,WH-BTM-03,Batam,Medical Supplies,C,SUP-040,8.87,17.58,21,4.1,1.285,1.359,317,493,0,0.0,0,1.37,41,35,35,614,555,croston_sba,18.6,-18.6,1.363,1,0,2026-08-31
SKU-0150,WH-BTM-03,Batam,Consumer Electronics,C,SUP-031,55.76,120.07,31,9.5,1.104,1.34,222,204,2,2.0,5,8.59,31,45,56,227,205,seasonal_index,5.9,5.9,1.061,1,0,2026-08-31
SKU-0151,WH-BTM-03,Batam,FMCG Household,C,SUP-010,1.19,2.61,10,2.1,44.027,25.118,11493,10589,0,0.0,0,0.18,1884,1340,578,9910,8964,combination,3.9,3.9,25.281,0,0,2026-08-31
SKU-0152,WH-BTM-03,Batam,FMCG Household,C,SUP-031,0.81,1.9,11,3.2,14.014,7.848,3189,4486,0,0.0,0,0.15,413,353,173,6125,5540,snaive,1.0,1.0,7.922,0,0,2026-08-31
SKU-0153,WH-BTM-03,Batam,Consumer Electronics,A,SUP-005,25.81,60.54,21,2.8,31.107,17.62,6726,1471,0,0.0,0,3.97,1294,1011,821,1774,1604,combination,25.9,-25.9,14.962,0,0,2026-08-31
SKU-0154,WH-BTM-03,Batam,Medical Supplies,A,SUP-020,19.94,45.64,18,6.0,17.296,10.609,4038,859,1,1.0,1,3.07,403,390,293,1504,1360,combination,5.1,5.1,8.487,0,0,2026-08-31
SKU-0155,WH-BTM-03,Batam,Consumer Electronics,A,SUP-026,51.41,68.17,29,6.4,13.677,11.233,2933,192,0,0.0,0,7.92,472,441,494,833,753,combination,5.8,5.8,7.573,0,1,2026-08-31
SKU-0156,WH-BTM-03,Batam,Automotive Parts,A,SUP-019,51.94,71.11,46,7.6,12.693,7.795,2522,66,4,10.0,478,8.0,415,431,737,798,722,combination,23.5,-23.5,6.804,0,1,2026-08-31
SKU-0157,WH-BTM-03,Batam,Industrial Components,C,SUP-028,13.67,20.39,40,6.4,7.679,5.61,1732,627,1,13.0,85,2.11,191,212,348,1209,1093,snaive,16.3,16.3,6.388,0,0,2026-08-31
SKU-0158,WH-BTM-03,Batam,Automotive Parts,B,SUP-010,24.17,41.6,49,8.1,15.49,10.243,3262,312,2,20.5,714,3.72,492,469,870,1293,1170,combination,17.9,17.9,9.018,0,1,2026-08-31
SKU-0159,WH-BTM-03,Batam,FMCG Household,C,SUP-025,1.01,1.36,11,2.1,8.471,5.072,1947,4152,0,0.0,0,0.16,327,241,114,4611,4170,combination,20.6,20.6,4.733,0,0,2026-08-31
SKU-0160,WH-BTM-03,Batam,FMCG Household,C,SUP-026,2.63,5.53,11,3.1,30.315,16.246,7550,3420,0,0.0,0,0.41,863,839,398,5449,4928,seasonal_index,0.6,-0.6,16.585,0,0,2026-08-31
SKU-0161,WH-BTM-03,Batam,Consumer Electronics,A,SUP-026,61.87,110.88,21,7.1,20.893,13.369,4723,430,4,4.5,429,9.53,406,478,424,938,849,seasonal_index,38.0,38.0,11.91,0,0,2026-08-31
SKU-0162,WH-BTM-03,Batam,Apparel & Textiles,B,SUP-012,10.17,17.39,27,7.2,29.638,21.29,5983,102,0,0.0,0,1.57,903,1055,1086,2753,2490,combination,10.2,-10.2,15.972,0,1,2026-08-31
SKU-0163,WH-BTM-03,Batam,Industrial Components,C,SUP-013,24.43,33.91,34,8.1,3.129,2.56,668,444,2,3.5,24,3.76,77,106,140,578,523,combination,12.4,-12.4,2.118,0,0,2026-08-31
SKU-0164,WH-BTM-03,Batam,Consumer Electronics,A,SUP-011,28.58,41.49,23,4.9,25.318,18.971,5332,0,1,2.0,68,4.4,718,950,867,1520,1375,combination,32.9,-32.9,17.61,0,1,2026-08-31
SKU-0165,WH-BTM-03,Batam,Medical Supplies,C,SUP-019,24.88,34.45,17,5.2,6.542,4.357,1511,707,0,0.0,0,3.83,197,159,117,828,749,combination,14.5,14.5,3.965,0,0,2026-08-31
SKU-0166,WH-BTM-03,Batam,Industrial Components,C,SUP-024,20.89,44.14,30,9.4,5.436,4.198,1209,289,2,5.0,56,3.22,105,192,222,823,745,holt_winters,21.9,-21.9,3.351,0,0,2026-08-31
SKU-0167,WH-BTM-03,Batam,FMCG Household,C,SUP-015,1.0,1.76,13,2.3,85.307,48.858,22150,8342,0,0.0,0,0.15,1701,1879,1165,15111,13668,seasonal_index,8.0,8.0,59.118,0,0,2026-08-31
SKU-0168,WH-BTM-03,Batam,FMCG Household,C,SUP-017,1.85,3.59,13,4.4,3.849,3.247,958,2248,0,0.0,0,0.28,130,130,78,2349,2125,combination,11.0,11.0,3.622,0,0,2026-08-31
SKU-0169,WH-BTM-03,Batam,Industrial Components,C,SUP-012,5.42,8.05,46,9.1,1.57,1.601,332,812,5,3.2,36,0.83,43,52,96,871,788,combination,6.1,-6.1,1.479,1,0,2026-08-31
SKU-0170,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-009,3.79,5.86,37,11.1,2.384,2.398,630,1165,1,25.0,68,0.58,39,69,113,1285,1162,combination,13.3,13.3,2.838,0,0,2026-08-31
SKU-0171,WH-BTM-03,Batam,Industrial Components,C,SUP-027,3.64,5.74,39,13.3,0.742,0.972,180,120,0,0.0,0,0.56,27,22,39,729,660,croston_sba,25.7,25.7,1.016,1,0,2026-08-31
SKU-0172,WH-BTM-03,Batam,Medical Supplies,C,SUP-033,13.33,26.32,18,5.0,4.715,3.622,1147,834,0,0.0,0,2.05,153,187,139,961,869,combination,3.1,3.1,3.879,0,0,2026-08-31
SKU-0173,WH-BTM-03,Batam,Industrial Components,B,SUP-012,25.84,51.48,39,5.5,18.693,15.331,3960,781,4,11.5,803,3.98,484,487,806,1373,1242,seasonal_index,17.3,-17.3,16.852,0,1,2026-08-31
SKU-0174,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-035,5.59,7.92,24,5.9,4.729,3.262,1269,643,1,6.0,36,0.86,104,130,131,1486,1344,combination,27.6,27.6,3.408,0,0,2026-08-31
SKU-0175,WH-BTM-03,Batam,Consumer Electronics,A,SUP-023,30.12,68.29,27,3.5,24.737,18.302,6260,1543,1,7.0,170,4.64,893,607,722,1463,1323,seasonal_index,18.1,18.1,20.529,0,0,2026-08-31
SKU-0176,WH-BTM-03,Batam,Consumer Electronics,A,SUP-007,59.76,81.13,26,7.7,50.458,29.187,10622,599,0,0.0,0,9.2,1660,1714,1678,1484,1342,combination,16.3,-16.3,23.003,0,1,2026-08-31
SKU-0177,WH-BTM-03,Batam,Medical Supplies,A,SUP-015,20.8,45.47,22,3.7,80.751,45.489,20552,4506,0,0.0,0,3.2,3741,2002,1826,3183,2879,combination,2.3,2.3,46.353,0,0,2026-08-31
SKU-0178,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-001,8.12,10.92,28,7.7,9.559,7.544,2661,1229,1,3.0,19,1.25,319,140,201,1752,1585,seasonal_index,3.8,3.8,8.104,0,0,2026-08-31
SKU-0179,WH-BTM-03,Batam,FMCG Household,B,SUP-002,1.55,2.26,13,4.3,139.888,69.058,32490,7123,0,0.0,0,0.24,4639,4135,2207,15298,13837,combination,12.8,12.8,70.081,0,0,2026-08-31
SKU-0180,WH-BTM-03,Batam,FMCG Household,B,SUP-014,3.82,8.04,14,2.0,35.055,21.06,8048,5333,0,0.0,0,0.59,1034,1149,651,4884,4418,combination,13.9,-13.9,18.658,0,0,2026-08-31
SKU-0181,WH-BTM-03,Batam,FMCG Household,C,SUP-019,1.37,1.92,14,2.8,8.268,6.89,1878,3244,0,0.0,0,0.21,298,271,159,3976,3596,combination,8.7,-8.7,5.365,0,0,2026-08-31
SKU-0182,WH-BTM-03,Batam,FMCG Household,C,SUP-032,1.7,2.69,13,3.4,7.51,4.298,1726,2628,0,0.0,0,0.26,261,230,123,3405,3080,combination,3.6,3.6,3.959,0,0,2026-08-31
SKU-0183,WH-BTM-03,Batam,Medical Supplies,C,SUP-006,24.73,40.01,23,4.7,1.986,1.8,442,38,0,0.0,0,3.81,77,72,70,457,414,combination,6.2,-6.2,1.931,0,1,2026-08-31
SKU-0184,WH-BTM-03,Batam,Industrial Components,C,SUP-034,22.06,31.89,28,4.0,2.26,2.342,586,12,0,0.0,0,3.4,61,66,86,517,467,seasonal_index,5.1,5.1,2.695,0,1,2026-08-31
SKU-0185,WH-BTM-03,Batam,FMCG Household,C,SUP-010,3.25,6.2,13,1.4,17.008,11.457,4163,3504,0,0.0,0,0.5,472,438,258,3696,3343,combination,8.4,8.4,11.443,0,0,2026-08-31
SKU-0186,WH-BTM-03,Batam,Automotive Parts,B,SUP-006,32.77,69.21,44,8.9,8.682,5.739,1770,494,2,17.5,335,5.05,238,207,363,831,752,combination,15.9,15.9,5.502,0,0,2026-08-31
SKU-0187,WH-BTM-03,Batam,Industrial Components,A,SUP-028,26.52,57.01,33,8.7,52.34,37.571,12760,2278,2,2.0,220,4.08,1875,1470,1966,2269,2053,combination,5.8,5.8,36.984,0,0,2026-08-31
SKU-0188,WH-BTM-03,Batam,Consumer Electronics,C,SUP-031,23.47,35.68,25,6.1,3.718,2.914,1037,402,0,0.0,0,3.61,151,138,142,643,582,snaive,16.3,16.3,3.309,0,0,2026-08-31
SKU-0189,WH-BTM-03,Batam,FMCG Household,C,SUP-025,1.39,2.36,15,2.1,58.926,46.565,14314,6652,0,0.0,0,0.21,1625,1447,946,10614,9601,combination,5.9,5.9,35.001,0,0,2026-08-31
SKU-0190,WH-BTM-03,Batam,Industrial Components,C,SUP-005,14.61,21.16,40,8.5,1.285,1.523,290,328,5,3.6,42,2.25,36,32,59,479,433,combination,13.5,13.5,1.635,1,0,2026-08-31
SKU-0191,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-005,3.19,4.61,32,6.2,17.871,11.595,5072,3629,1,1.0,0,0.49,584,379,521,3827,3461,combination,62.5,62.5,12.522,0,0,2026-08-31
SKU-0192,WH-BTM-03,Batam,Industrial Components,B,SUP-016,34.48,47.76,40,6.7,5.562,4.609,1194,600,5,3.0,87,5.31,161,150,241,649,587,holt_winters,15.8,-15.8,3.907,0,0,2026-08-31
SKU-0193,WH-BTM-03,Batam,Consumer Electronics,C,SUP-019,22.58,51.13,27,7.6,1.099,1.341,226,174,0,0.0,0,3.48,41,28,35,356,322,combination,11.0,-11.0,1.056,1,0,2026-08-31
SKU-0194,WH-BTM-03,Batam,FMCG Household,B,SUP-040,2.58,5.6,12,2.1,97.584,50.231,23209,889,0,0.0,0,0.4,1610,2866,1402,9897,8952,seasonal_index,3.9,3.9,44.92,0,1,2026-08-31
SKU-0195,WH-BTM-03,Batam,Consumer Electronics,A,SUP-012,50.56,101.09,25,5.9,9.871,5.951,2309,0,3,3.3,113,7.79,248,312,315,713,645,seasonal_index,32.9,-32.9,6.628,0,1,2026-08-31
SKU-0196,WH-BTM-03,Batam,Consumer Electronics,B,SUP-008,50.11,84.41,27,8.9,6.567,4.192,1590,525,2,7.5,127,7.72,167,158,181,584,529,seasonal_index,10.6,10.6,4.506,0,0,2026-08-31
SKU-0197,WH-BTM-03,Batam,Automotive Parts,C,SUP-038,25.6,42.43,47,11.0,1.099,1.205,216,148,8,2.1,28,3.94,18,35,67,335,303,combination,18.8,18.8,1.136,1,0,2026-08-31
SKU-0198,WH-BTM-03,Batam,FMCG Household,C,SUP-007,2.26,3.84,9,2.3,9.808,5.74,2329,1689,0,0.0,0,0.35,238,281,113,3354,3034,combination,13.9,13.9,5.79,0,0,2026-08-31
SKU-0199,WH-BTM-03,Batam,Consumer Electronics,A,SUP-002,61.71,105.16,32,3.8,21.934,16.28,4141,132,3,7.3,466,9.5,539,558,709,963,871,combination,2.6,2.6,12.213,0,1,2026-08-31
SKU-0200,WH-BTM-03,Batam,Industrial Components,C,SUP-017,27.29,43.77,33,4.8,4.279,3.729,1001,222,1,2.0,11,4.2,125,104,145,640,579,combination,6.3,6.3,3.215,0,0,2026-08-31
SKU-0201,WH-BTM-03,Batam,FMCG Household,C,SUP-017,3.51,4.79,13,1.6,32.408,16.916,7505,1674,0,0.0,0,0.54,1230,864,456,4909,4440,combination,2.4,2.4,13.724,0,0,2026-08-31
SKU-0202,WH-BTM-03,Batam,Apparel & Textiles,B,SUP-025,12.75,17.35,34,9.9,15.378,11.446,3894,1477,2,11.5,432,1.96,446,249,386,1775,1605,combination,51.8,51.8,10.89,0,0,2026-08-31
SKU-0203,WH-BTM-03,Batam,Medical Supplies,A,SUP-036,21.69,49.61,25,7.7,70.753,40.66,17067,2212,4,5.5,1362,3.34,1684,1602,1722,2916,2638,combination,35.8,35.8,46.986,0,0,2026-08-31
SKU-0204,WH-BTM-03,Batam,Consumer Electronics,C,SUP-038,17.18,28.33,30,4.4,6.575,5.561,1365,371,0,0.0,0,2.65,199,200,246,998,903,combination,9.5,-9.5,5.059,0,0,2026-08-31
SKU-0205,WH-BTM-03,Batam,Consumer Electronics,C,SUP-012,37.92,86.8,35,5.4,1.189,1.269,291,42,2,1.0,2,5.84,45,21,37,286,259,combination,97.4,97.4,1.275,1,0,2026-08-31
SKU-0206,WH-BTM-03,Batam,Industrial Components,C,SUP-040,6.67,9.25,37,6.7,22.468,17.684,5122,208,1,5.0,66,1.03,543,824,1161,2959,2677,seasonal_index,9.5,-9.5,14.412,0,1,2026-08-31
SKU-0207,WH-BTM-03,Batam,Consumer Electronics,A,SUP-026,42.91,73.93,31,7.7,14.416,8.528,3053,793,4,8.2,471,6.61,354,354,432,936,846,combination,18.6,-18.6,7.267,0,0,2026-08-31
SKU-0208,WH-BTM-03,Batam,Automotive Parts,B,SUP-003,49.9,70.76,47,12.0,13.288,11.531,2376,201,3,12.3,586,7.68,456,346,636,833,754,combination,13.0,-13.0,8.297,0,1,2026-08-31
SKU-0209,WH-BTM-03,Batam,Consumer Electronics,A,SUP-038,35.2,51.1,24,6.5,25.858,14.712,6423,571,3,2.7,260,5.42,753,697,678,1384,1252,combination,41.7,41.7,14.953,0,1,2026-08-31
SKU-0210,WH-BTM-03,Batam,Medical Supplies,C,SUP-006,12.82,16.67,20,6.5,7.019,5.39,1675,673,0,0.0,0,1.97,245,196,160,1196,1082,combination,2.7,2.7,4.006,0,0,2026-08-31
SKU-0211,WH-BTM-03,Batam,Automotive Parts,C,SUP-024,6.68,9.06,41,7.1,7.474,5.545,1912,107,1,5.0,46,1.03,228,234,384,1707,1544,combination,9.8,9.8,6.152,0,1,2026-08-31
SKU-0212,WH-BTM-03,Batam,Automotive Parts,A,SUP-032,50.11,111.37,38,10.1,30.786,19.868,6736,387,3,7.7,707,7.72,1085,907,1348,1265,1145,seasonal_index,1.2,-1.2,19.616,0,1,2026-08-31
SKU-0213,WH-BTM-03,Batam,Consumer Electronics,A,SUP-010,12.67,19.07,26,6.2,169.375,107.273,36459,5702,5,6.6,7101,1.95,4026,5978,6160,5905,5342,seasonal_index,16.4,-16.4,116.692,0,1,2026-08-31
SKU-0214,WH-BTM-03,Batam,FMCG Household,C,SUP-011,0.65,1.16,11,1.9,27.145,17.26,6760,3706,0,0.0,0,0.15,828,850,400,8524,7710,combination,6.7,6.7,16.12,0,0,2026-08-31
SKU-0215,WH-BTM-03,Batam,Automotive Parts,B,SUP-020,16.57,27.05,45,14.7,9.356,6.941,2187,176,1,17.0,185,2.55,273,313,550,1214,1098,holt_winters,10.2,-10.2,7.256,0,1,2026-08-31
SKU-0216,WH-BTM-03,Batam,FMCG Household,C,SUP-036,0.74,1.16,10,1.2,64.649,53.868,13980,10750,0,0.0,0,0.15,1459,1547,683,13155,11899,holt_winters,2.3,2.3,32.141,0,0,2026-08-31
SKU-0217,WH-BTM-03,Batam,Consumer Electronics,B,SUP-009,32.03,54.42,33,9.2,4.529,3.909,1210,53,3,7.3,96,4.93,92,118,175,607,549,combination,39.5,39.5,4.808,0,1,2026-08-31
SKU-0218,WH-BTM-03,Batam,Consumer Electronics,B,SUP-027,35.38,49.65,27,7.6,13.351,8.139,3031,1090,1,3.0,38,5.45,469,389,420,992,897,snaive,28.9,-28.9,8.184,0,0,2026-08-31
SKU-0219,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-019,5.2,12.26,36,11.8,9.921,6.891,2050,181,1,2.0,16,0.8,281,360,494,2231,2018,seasonal_index,5.7,5.7,6.336,0,1,2026-08-31
SKU-0220,WH-BTM-03,Batam,Industrial Components,C,SUP-005,4.83,9.95,29,6.7,6.378,5.178,1411,691,2,6.5,77,0.74,152,201,237,1860,1683,combination,16.3,-16.3,4.872,0,0,2026-08-31
SKU-0221,WH-BTM-03,Batam,Industrial Components,C,SUP-029,7.02,13.68,37,6.7,2.332,2.362,514,627,2,3.0,12,1.08,70,61,94,931,842,holt_winters,2.1,2.1,1.882,0,0,2026-08-31
SKU-0222,WH-BTM-03,Batam,Medical Supplies,C,SUP-034,11.61,18.99,17,5.2,1.471,1.606,362,380,0,0.0,0,1.79,56,56,43,574,520,combination,11.9,-11.9,1.635,1,0,2026-08-31
SKU-0223,WH-BTM-03,Batam,Automotive Parts,C,SUP-024,7.84,10.81,47,13.8,0.389,0.697,104,44,0,0.0,0,1.21,6,10,24,359,325,croston_sba,50.3,50.3,0.771,1,0,2026-08-31
SKU-0224,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-008,10.14,22.61,29,6.5,3.386,2.741,663,290,2,5.5,55,1.56,70,138,153,934,844,seasonal_index,4.4,-4.4,2.176,0,0,2026-08-31
SKU-0225,WH-BTM-03,Batam,Industrial Components,C,SUP-007,10.45,15.9,46,13.4,4.6,3.903,1040,101,4,3.8,60,1.61,113,148,279,1071,969,snaive,4.3,4.3,4.655,0,1,2026-08-31
SKU-0226,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-017,5.07,6.65,29,4.8,7.83,6.74,1922,486,1,2.0,17,0.78,315,172,221,2008,1816,seasonal_index,6.9,6.9,6.263,0,0,2026-08-31
SKU-0227,WH-BTM-03,Batam,Consumer Electronics,A,SUP-021,28.68,43.67,29,7.2,83.682,53.928,20430,2082,3,3.7,960,4.42,2717,2071,2459,2757,2494,holt_winters,31.5,31.5,51.545,0,1,2026-08-31
SKU-0228,WH-BTM-03,Batam,Medical Supplies,B,SUP-023,12.42,25.14,20,6.3,29.534,16.083,7045,1487,0,0.0,0,1.91,1053,992,779,2492,2254,combination,14.0,14.0,15.888,0,0,2026-08-31
SKU-0229,WH-BTM-03,Batam,Automotive Parts,C,SUP-010,5.08,9.14,45,8.1,1.597,1.584,386,867,5,4.0,52,0.78,37,41,80,907,820,combination,39.9,39.9,1.63,0,0,2026-08-31
SKU-0230,WH-BTM-03,Batam,Consumer Electronics,B,SUP-021,13.16,25.82,27,6.0,16.682,11.138,3847,970,2,7.0,301,2.03,387,353,401,1816,1643,combination,17.7,17.7,9.773,0,0,2026-08-31
SKU-0231,WH-BTM-03,Batam,Consumer Electronics,B,SUP-012,54.45,110.16,26,8.8,7.77,5.038,1792,200,1,2.0,30,8.39,261,148,156,610,552,combination,18.7,18.7,3.254,0,0,2026-08-31
SKU-0232,WH-BTM-03,Batam,Industrial Components,C,SUP-028,3.04,4.32,31,9.3,4.458,3.855,1093,1438,0,0.0,0,0.47,138,153,189,1951,1765,combination,4.0,4.0,3.417,0,0,2026-08-31
SKU-0233,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-032,7.7,17.21,25,8.0,13.249,11.564,3521,1073,1,3.0,171,1.19,453,389,436,2114,1912,combination,36.9,36.9,13.702,0,0,2026-08-31
SKU-0234,WH-BTM-03,Batam,Automotive Parts,B,SUP-027,28.01,45.01,34,6.7,13.323,10.772,3205,764,3,5.0,223,4.31,391,336,479,1114,1008,seasonal_index,44.3,44.3,10.266,0,0,2026-08-31
SKU-0235,WH-BTM-03,Batam,Apparel & Textiles,C,SUP-001,5.46,9.93,41,14.3,10.479,8.412,2075,163,1,7.0,65,0.84,340,402,615,2238,2024,seasonal_index,16.6,-16.6,6.244,0,1,2026-08-31
